Total Number of Records          34209.
             DATA SET: /home/las/datasets/ocean_analysis/NRIG/uv_5day.nc
             GODAS-MOM OUTPUT
             X: 0.5 to 34209.5
 Column  1: DATETIME is Time String
 Column  2: TIME is Time Coordinates (days since 01-JAN-1901 00:00:00)   BAD FLAG : -1.E+34
 Column  3: LON is Longitude (degrees_east)   BAD FLAG : -1.E+34
 Column  4: LAT is Latitude (degrees_north)   BAD FLAG : -1.E+34
 Column  5: DEP is depth (meters)   BAD FLAG : -1.E+34
 Column  6: U is zonal current (m/sec)   BAD FLAG : -1.E+34
DATETIME,TIME,LON,LAT,DEP,U
"25-OCT-2004",37918.5,30,-30.0005,5,-1.E+34  
"25-OCT-2004",37918.5,30.5,-30.0005,5,-1.E+34  
"25-OCT-2004",37918.5,31,-30.0005,5,-1.E+34  
"25-OCT-2004",37918.5,31.5,-30.0005,5,-0.146846  
"25-OCT-2004",37918.5,32,-30.0005,5,-0.33132  
"25-OCT-2004",37918.5,32.5,-30.0005,5,-0.519734  
"25-OCT-2004",37918.5,33,-30.0005,5,-0.411717  
"25-OCT-2004",37918.5,33.5,-30.0005,5,-0.185766  
"25-OCT-2004",37918.5,34,-30.0005,5,-0.0867483  
"25-OCT-2004",37918.5,34.5,-30.0005,5,-0.0603911  
"25-OCT-2004",37918.5,35,-30.0005,5,-0.0900631  
"25-OCT-2004",37918.5,35.5,-30.0005,5,-0.129301  
"25-OCT-2004",37918.5,36,-30.0005,5,-0.158659  
"25-OCT-2004",37918.5,36.5,-30.0005,5,-0.171504  
"25-OCT-2004",37918.5,37,-30.0005,5,-0.175055  
"25-OCT-2004",37918.5,37.5,-30.0005,5,-0.163518  
"25-OCT-2004",37918.5,38,-30.0005,5,-0.145952  
"25-OCT-2004",37918.5,38.5,-30.0005,5,-0.10717  
"25-OCT-2004",37918.5,39,-30.0005,5,-0.0589903  
"25-OCT-2004",37918.5,39.5,-30.0005,5,-0.0631531  
"25-OCT-2004",37918.5,40,-30.0005,5,-0.0762492  
"25-OCT-2004",37918.5,40.5,-30.0005,5,-0.0759062  
"25-OCT-2004",37918.5,41,-30.0005,5,-0.0756617  
"25-OCT-2004",37918.5,41.5,-30.0005,5,-0.0497603  
"25-OCT-2004",37918.5,42,-30.0005,5,-0.0286066  
"25-OCT-2004",37918.5,42.5,-30.0005,5,-0.0375348  
"25-OCT-2004",37918.5,43,-30.0005,5,-0.037357  
"25-OCT-2004",37918.5,43.5,-30.0005,5,-0.0201881  
"25-OCT-2004",37918.5,44,-30.0005,5,0.00208481  
"25-OCT-2004",37918.5,44.5,-30.0005,5,-4.67229E-04  
"25-OCT-2004",37918.5,45,-30.0005,5,-0.0216242  
"25-OCT-2004",37918.5,45.5,-30.0005,5,-0.0474632  
"25-OCT-2004",37918.5,46,-30.0005,5,-0.0660432  
"25-OCT-2004",37918.5,46.5,-30.0005,5,-0.0599397  
"25-OCT-2004",37918.5,47,-30.0005,5,-0.0406636  
"25-OCT-2004",37918.5,47.5,-30.0005,5,-0.0186096  
"25-OCT-2004",37918.5,48,-30.0005,5,0.0137791  
"25-OCT-2004",37918.5,48.5,-30.0005,5,0.0642954  
"25-OCT-2004",37918.5,49,-30.0005,5,0.0908647  
"25-OCT-2004",37918.5,49.5,-30.0005,5,0.103652  
"25-OCT-2004",37918.5,50,-30.0005,5,0.107563  
"25-OCT-2004",37918.5,50.5,-30.0005,5,0.0764196  
"25-OCT-2004",37918.5,51,-30.0005,5,0.0553129  
"25-OCT-2004",37918.5,51.5,-30.0005,5,0.0331475  
"25-OCT-2004",37918.5,52,-30.0005,5,0.0293231  
"25-OCT-2004",37918.5,52.5,-30.0005,5,0.038193  
"25-OCT-2004",37918.5,53,-30.0005,5,0.0569493  
"25-OCT-2004",37918.5,53.5,-30.0005,5,0.065336  
"25-OCT-2004",37918.5,54,-30.0005,5,0.0584059  
"25-OCT-2004",37918.5,54.5,-30.0005,5,0.0663933  
"25-OCT-2004",37918.5,55,-30.0005,5,0.0700414  
"25-OCT-2004",37918.5,55.5,-30.0005,5,0.0583493  
"25-OCT-2004",37918.5,56,-30.0005,5,0.0453318  
"25-OCT-2004",37918.5,56.5,-30.0005,5,0.0389867  
"25-OCT-2004",37918.5,57,-30.0005,5,0.0420713  
"25-OCT-2004",37918.5,57.5,-30.0005,5,0.0564596  
"25-OCT-2004",37918.5,58,-30.0005,5,0.0457518  
"25-OCT-2004",37918.5,58.5,-30.0005,5,0.0337977  
"25-OCT-2004",37918.5,59,-30.0005,5,0.0155022  
"25-OCT-2004",37918.5,59.5,-30.0005,5,0.0115743  
"25-OCT-2004",37918.5,60,-30.0005,5,-9.29824E-04  
"25-OCT-2004",37918.5,60.5,-30.0005,5,-0.00902975  
"25-OCT-2004",37918.5,61,-30.0005,5,0.00926174  
"25-OCT-2004",37918.5,61.5,-30.0005,5,0.0105336  
"25-OCT-2004",37918.5,62,-30.0005,5,0.022959  
"25-OCT-2004",37918.5,62.5,-30.0005,5,0.0209418  
"25-OCT-2004",37918.5,63,-30.0005,5,0.0107631  
"25-OCT-2004",37918.5,63.5,-30.0005,5,0.00235085  
"25-OCT-2004",37918.5,64,-30.0005,5,-0.00201553  
"25-OCT-2004",37918.5,64.5,-30.0005,5,0.00910486  
"25-OCT-2004",37918.5,65,-30.0005,5,0.0100957  
"25-OCT-2004",37918.5,65.5,-30.0005,5,0.00533294  
"25-OCT-2004",37918.5,66,-30.0005,5,-0.00591842  
"25-OCT-2004",37918.5,66.5,-30.0005,5,0.00393947  
"25-OCT-2004",37918.5,67,-30.0005,5,0.0133531  
"25-OCT-2004",37918.5,67.5,-30.0005,5,0.0161741  
"25-OCT-2004",37918.5,68,-30.0005,5,0.0231584  
"25-OCT-2004",37918.5,68.5,-30.0005,5,0.00293825  
"25-OCT-2004",37918.5,69,-30.0005,5,0.00976052  
"25-OCT-2004",37918.5,69.5,-30.0005,5,-0.0076676  
"25-OCT-2004",37918.5,70,-30.0005,5,-0.00353036  
"25-OCT-2004",37918.5,70.5,-30.0005,5,-0.0216547  
"25-OCT-2004",37918.5,71,-30.0005,5,-0.0184417  
"25-OCT-2004",37918.5,71.5,-30.0005,5,-0.0110178  
"25-OCT-2004",37918.5,72,-30.0005,5,-0.0159231  
"25-OCT-2004",37918.5,72.5,-30.0005,5,-0.0235488  
"25-OCT-2004",37918.5,73,-30.0005,5,-0.0342556  
"25-OCT-2004",37918.5,73.5,-30.0005,5,-0.0430301  
"25-OCT-2004",37918.5,74,-30.0005,5,-0.0485956  
"25-OCT-2004",37918.5,74.5,-30.0005,5,-0.021768  
"25-OCT-2004",37918.5,75,-30.0005,5,-0.0183159  
"25-OCT-2004",37918.5,75.5,-30.0005,5,-0.0161725  
"25-OCT-2004",37918.5,76,-30.0005,5,-0.01275  
"25-OCT-2004",37918.5,76.5,-30.0005,5,-0.0165186  
"25-OCT-2004",37918.5,77,-30.0005,5,-0.0210562  
"25-OCT-2004",37918.5,77.5,-30.0005,5,-0.022092  
"25-OCT-2004",37918.5,78,-30.0005,5,-0.0341129  
"25-OCT-2004",37918.5,78.5,-30.0005,5,-0.0466206  
"25-OCT-2004",37918.5,79,-30.0005,5,-0.0500802  
"25-OCT-2004",37918.5,79.5,-30.0005,5,-0.0577939  
"25-OCT-2004",37918.5,80,-30.0005,5,-0.0571339  
"25-OCT-2004",37918.5,80.5,-30.0005,5,-0.0622642  
"25-OCT-2004",37918.5,81,-30.0005,5,-0.0589655  
"25-OCT-2004",37918.5,81.5,-30.0005,5,-0.0504465  
"25-OCT-2004",37918.5,82,-30.0005,5,-0.052245  
"25-OCT-2004",37918.5,82.5,-30.0005,5,-0.0371453  
"25-OCT-2004",37918.5,83,-30.0005,5,-0.0232012  
"25-OCT-2004",37918.5,83.5,-30.0005,5,-0.0176985  
"25-OCT-2004",37918.5,84,-30.0005,5,-0.00649255  
"25-OCT-2004",37918.5,84.5,-30.0005,5,0.00406726  
"25-OCT-2004",37918.5,85,-30.0005,5,0.00274189  
"25-OCT-2004",37918.5,85.5,-30.0005,5,0.0117625  
"25-OCT-2004",37918.5,86,-30.0005,5,0.0137423  
"25-OCT-2004",37918.5,86.5,-30.0005,5,0.0279483  
"25-OCT-2004",37918.5,87,-30.0005,5,0.0271996  
"25-OCT-2004",37918.5,87.5,-30.0005,5,0.0438778  
"25-OCT-2004",37918.5,88,-30.0005,5,0.0506708  
"25-OCT-2004",37918.5,88.5,-30.0005,5,0.0359432  
"25-OCT-2004",37918.5,89,-30.0005,5,0.0402132  
"25-OCT-2004",37918.5,89.5,-30.0005,5,0.0266195  
"25-OCT-2004",37918.5,90,-30.0005,5,0.0362031  
"25-OCT-2004",37918.5,90.5,-30.0005,5,0.0526556  
"25-OCT-2004",37918.5,91,-30.0005,5,0.050026  
"25-OCT-2004",37918.5,91.5,-30.0005,5,0.0473225  
"25-OCT-2004",37918.5,92,-30.0005,5,0.0451284  
"25-OCT-2004",37918.5,92.5,-30.0005,5,0.0364194  
"25-OCT-2004",37918.5,93,-30.0005,5,0.0168963  
"25-OCT-2004",37918.5,93.5,-30.0005,5,-0.00254783  
"25-OCT-2004",37918.5,94,-30.0005,5,-0.0194941  
"25-OCT-2004",37918.5,94.5,-30.0005,5,-0.0493451  
"25-OCT-2004",37918.5,95,-30.0005,5,-0.0394247  
"25-OCT-2004",37918.5,95.5,-30.0005,5,-0.0263725  
"25-OCT-2004",37918.5,96,-30.0005,5,-0.0122723  
"25-OCT-2004",37918.5,96.5,-30.0005,5,-0.00821136  
"25-OCT-2004",37918.5,97,-30.0005,5,0.00183758  
"25-OCT-2004",37918.5,97.5,-30.0005,5,0.017704  
"25-OCT-2004",37918.5,98,-30.0005,5,0.0150333  
"25-OCT-2004",37918.5,98.5,-30.0005,5,-0.0129717  
"25-OCT-2004",37918.5,99,-30.0005,5,-0.0256089  
"25-OCT-2004",37918.5,99.5,-30.0005,5,-0.00470927  
"25-OCT-2004",37918.5,100,-30.0005,5,4.19215E-04  
"25-OCT-2004",37918.5,100.5,-30.0005,5,-0.0326098  
"25-OCT-2004",37918.5,101,-30.0005,5,-0.0644816  
"25-OCT-2004",37918.5,101.5,-30.0005,5,-0.0956554  
"25-OCT-2004",37918.5,102,-30.0005,5,-0.105056  
"25-OCT-2004",37918.5,102.5,-30.0005,5,-0.0937989  
"25-OCT-2004",37918.5,103,-30.0005,5,-0.0692055  
"25-OCT-2004",37918.5,103.5,-30.0005,5,-0.0305829  
"25-OCT-2004",37918.5,104,-30.0005,5,-0.0219856  
"25-OCT-2004",37918.5,104.5,-30.0005,5,-0.026888  
"25-OCT-2004",37918.5,105,-30.0005,5,-0.0436781  
"25-OCT-2004",37918.5,105.5,-30.0005,5,-0.0756998  
"25-OCT-2004",37918.5,106,-30.0005,5,-0.0883656  
"25-OCT-2004",37918.5,106.5,-30.0005,5,-0.0987423  
"25-OCT-2004",37918.5,107,-30.0005,5,-0.0949696  
"25-OCT-2004",37918.5,107.5,-30.0005,5,-0.0863583  
"25-OCT-2004",37918.5,108,-30.0005,5,-0.0710679  
"25-OCT-2004",37918.5,108.5,-30.0005,5,-0.0482276  
"25-OCT-2004",37918.5,109,-30.0005,5,-0.0457083  
"25-OCT-2004",37918.5,109.5,-30.0005,5,-0.047519  
"25-OCT-2004",37918.5,110,-30.0005,5,-0.0604994  
"25-OCT-2004",37918.5,110.5,-30.0005,5,-0.0800287  
"25-OCT-2004",37918.5,111,-30.0005,5,-0.103726  
"25-OCT-2004",37918.5,111.5,-30.0005,5,-0.119842  
"25-OCT-2004",37918.5,112,-30.0005,5,-0.125524  
"25-OCT-2004",37918.5,112.5,-30.0005,5,-0.0853121  
"25-OCT-2004",37918.5,113,-30.0005,5,-0.0155662  
"25-OCT-2004",37918.5,113.5,-30.0005,5,0.00513176  
"25-OCT-2004",37918.5,114,-30.0005,5,-0.035741  
"25-OCT-2004",37918.5,114.5,-30.0005,5,-0.111495  
"25-OCT-2004",37918.5,115,-30.0005,5,-1.E+34  
"25-OCT-2004",37918.5,115.5,-30.0005,5,-1.E+34  
"25-OCT-2004",37918.5,116,-30.0005,5,-1.E+34  
"25-OCT-2004",37918.5,116.5,-30.0005,5,-1.E+34  
"25-OCT-2004",37918.5,117,-30.0005,5,-1.E+34  
"25-OCT-2004",37918.5,117.5,-30.0005,5,-1.E+34  
"25-OCT-2004",37918.5,118,-30.0005,5,-1.E+34  
"25-OCT-2004",37918.5,118.5,-30.0005,5,-1.E+34  
"25-OCT-2004",37918.5,119,-30.0005,5,-1.E+34  
"25-OCT-2004",37918.5,119.5,-30.0005,5,-1.E+34  
"25-OCT-2004",37918.5,120,-30.0005,5,-1.E+34  
"25-OCT-2004",37918.5,30,-29.5017,5,-1.E+34  
"25-OCT-2004",37918.5,30.5,-29.5017,5,-1.E+34  
"25-OCT-2004",37918.5,31,-29.5017,5,-1.E+34  
"25-OCT-2004",37918.5,31.5,-29.5017,5,-1.E+34  
"25-OCT-2004",37918.5,32,-29.5017,5,-0.256043  
"25-OCT-2004",37918.5,32.5,-29.5017,5,-0.303496  
"25-OCT-2004",37918.5,33,-29.5017,5,-0.47864  
"25-OCT-2004",37918.5,33.5,-29.5017,5,-0.304633  
"25-OCT-2004",37918.5,34,-29.5017,5,-0.207402  
"25-OCT-2004",37918.5,34.5,-29.5017,5,-0.204  
"25-OCT-2004",37918.5,35,-29.5017,5,-0.199908  
"25-OCT-2004",37918.5,35.5,-29.5017,5,-0.196611  
"25-OCT-2004",37918.5,36,-29.5017,5,-0.173569  
"25-OCT-2004",37918.5,36.5,-29.5017,5,-0.163619  
"25-OCT-2004",37918.5,37,-29.5017,5,-0.174826  
"25-OCT-2004",37918.5,37.5,-29.5017,5,-0.158658  
"25-OCT-2004",37918.5,38,-29.5017,5,-0.129715  
"25-OCT-2004",37918.5,38.5,-29.5017,5,-0.0957083  
"25-OCT-2004",37918.5,39,-29.5017,5,-0.0616779  
"25-OCT-2004",37918.5,39.5,-29.5017,5,-0.0335427  
"25-OCT-2004",37918.5,40,-29.5017,5,-0.0171582  
"25-OCT-2004",37918.5,40.5,-29.5017,5,-0.00450995  
"25-OCT-2004",37918.5,41,-29.5017,5,0.00429247  
"25-OCT-2004",37918.5,41.5,-29.5017,5,0.0150442  
"25-OCT-2004",37918.5,42,-29.5017,5,0.0228232  
"25-OCT-2004",37918.5,42.5,-29.5017,5,0.028962  
"25-OCT-2004",37918.5,43,-29.5017,5,0.0292114  
"25-OCT-2004",37918.5,43.5,-29.5017,5,0.0363399  
"25-OCT-2004",37918.5,44,-29.5017,5,0.0537771  
"25-OCT-2004",37918.5,44.5,-29.5017,5,0.0750298  
"25-OCT-2004",37918.5,45,-29.5017,5,0.0661664  
"25-OCT-2004",37918.5,45.5,-29.5017,5,0.0301963  
"25-OCT-2004",37918.5,46,-29.5017,5,-0.0179113  
"25-OCT-2004",37918.5,46.5,-29.5017,5,-0.0644637  
"25-OCT-2004",37918.5,47,-29.5017,5,-0.0659651  
"25-OCT-2004",37918.5,47.5,-29.5017,5,-0.048978  
"25-OCT-2004",37918.5,48,-29.5017,5,-0.0139425  
"25-OCT-2004",37918.5,48.5,-29.5017,5,0.0187426  
"25-OCT-2004",37918.5,49,-29.5017,5,0.0403051  
"25-OCT-2004",37918.5,49.5,-29.5017,5,0.049285  
"25-OCT-2004",37918.5,50,-29.5017,5,0.0383711  
"25-OCT-2004",37918.5,50.5,-29.5017,5,0.0291431  
"25-OCT-2004",37918.5,51,-29.5017,5,0.0213762  
"25-OCT-2004",37918.5,51.5,-29.5017,5,0.0345609  
"25-OCT-2004",37918.5,52,-29.5017,5,0.0404463  
"25-OCT-2004",37918.5,52.5,-29.5017,5,0.0431708  
"25-OCT-2004",37918.5,53,-29.5017,5,0.0459117  
"25-OCT-2004",37918.5,53.5,-29.5017,5,0.0517264  
"25-OCT-2004",37918.5,54,-29.5017,5,0.057231  
"25-OCT-2004",37918.5,54.5,-29.5017,5,0.0622487  
"25-OCT-2004",37918.5,55,-29.5017,5,0.0659055  
"25-OCT-2004",37918.5,55.5,-29.5017,5,0.0635508  
"25-OCT-2004",37918.5,56,-29.5017,5,0.0394286  
"25-OCT-2004",37918.5,56.5,-29.5017,5,0.0351131  
"25-OCT-2004",37918.5,57,-29.5017,5,0.0482997  
"25-OCT-2004",37918.5,57.5,-29.5017,5,0.0467535  
"25-OCT-2004",37918.5,58,-29.5017,5,0.0405501  
"25-OCT-2004",37918.5,58.5,-29.5017,5,0.0209221  
"25-OCT-2004",37918.5,59,-29.5017,5,0.0340007  
"25-OCT-2004",37918.5,59.5,-29.5017,5,0.0311553  
"25-OCT-2004",37918.5,60,-29.5017,5,0.0316573  
"25-OCT-2004",37918.5,60.5,-29.5017,5,0.0427159  
"25-OCT-2004",37918.5,61,-29.5017,5,0.0445835  
"25-OCT-2004",37918.5,61.5,-29.5017,5,0.0542706  
"25-OCT-2004",37918.5,62,-29.5017,5,0.0581398  
"25-OCT-2004",37918.5,62.5,-29.5017,5,0.0556508  
"25-OCT-2004",37918.5,63,-29.5017,5,0.0403566  
"25-OCT-2004",37918.5,63.5,-29.5017,5,0.0334865  
"25-OCT-2004",37918.5,64,-29.5017,5,0.0259601  
