Total Number of Records          34209.
             DATA SET: /home/las/datasets/ocean_analysis/NRIG/uv_5day.nc
             GODAS-MOM OUTPUT
             X: 0.5 to 34209.5
 Column  1: DATETIME is Time String
 Column  2: TIME is Time Coordinates (days since 01-JAN-1901 00:00:00)   BAD FLAG : -1.E+34
 Column  3: LON is Longitude (degrees_east)   BAD FLAG : -1.E+34
 Column  4: LAT is Latitude (degrees_north)   BAD FLAG : -1.E+34
 Column  5: DEP is depth (meters)   BAD FLAG : -1.E+34
 Column  6: V is meridional current (m/sec)   BAD FLAG : -1.E+34
DATETIME,TIME,LON,LAT,DEP,V
"06-AUG-2004",37838.5,30,-30.0005,5,-1.E+34  
"06-AUG-2004",37838.5,30.5,-30.0005,5,-1.E+34  
"06-AUG-2004",37838.5,31,-30.0005,5,-1.E+34  
"06-AUG-2004",37838.5,31.5,-30.0005,5,-0.0809668  
"06-AUG-2004",37838.5,32,-30.0005,5,-0.139176  
"06-AUG-2004",37838.5,32.5,-30.0005,5,-0.434367  
"06-AUG-2004",37838.5,33,-30.0005,5,-0.373755  
"06-AUG-2004",37838.5,33.5,-30.0005,5,0.00195248  
"06-AUG-2004",37838.5,34,-30.0005,5,-0.0459038  
"06-AUG-2004",37838.5,34.5,-30.0005,5,-0.0556954  
"06-AUG-2004",37838.5,35,-30.0005,5,-0.0434155  
"06-AUG-2004",37838.5,35.5,-30.0005,5,-0.0537947  
"06-AUG-2004",37838.5,36,-30.0005,5,-0.0396132  
"06-AUG-2004",37838.5,36.5,-30.0005,5,-0.0770345  
"06-AUG-2004",37838.5,37,-30.0005,5,-0.061966  
"06-AUG-2004",37838.5,37.5,-30.0005,5,0.0266113  
"06-AUG-2004",37838.5,38,-30.0005,5,0.0913409  
"06-AUG-2004",37838.5,38.5,-30.0005,5,0.0605574  
"06-AUG-2004",37838.5,39,-30.0005,5,0.0449896  
"06-AUG-2004",37838.5,39.5,-30.0005,5,0.0111585  
"06-AUG-2004",37838.5,40,-30.0005,5,-0.047943  
"06-AUG-2004",37838.5,40.5,-30.0005,5,-0.0717534  
"06-AUG-2004",37838.5,41,-30.0005,5,-0.0791291  
"06-AUG-2004",37838.5,41.5,-30.0005,5,-0.0360235  
"06-AUG-2004",37838.5,42,-30.0005,5,0.021526  
"06-AUG-2004",37838.5,42.5,-30.0005,5,0.0102557  
"06-AUG-2004",37838.5,43,-30.0005,5,-0.0173895  
"06-AUG-2004",37838.5,43.5,-30.0005,5,-0.0151669  
"06-AUG-2004",37838.5,44,-30.0005,5,-0.00566496  
"06-AUG-2004",37838.5,44.5,-30.0005,5,-0.0332536  
"06-AUG-2004",37838.5,45,-30.0005,5,-0.0348166  
"06-AUG-2004",37838.5,45.5,-30.0005,5,-0.00717311  
"06-AUG-2004",37838.5,46,-30.0005,5,-7.19936E-05  
"06-AUG-2004",37838.5,46.5,-30.0005,5,-0.00505574  
"06-AUG-2004",37838.5,47,-30.0005,5,-0.00220637  
"06-AUG-2004",37838.5,47.5,-30.0005,5,-0.00530359  
"06-AUG-2004",37838.5,48,-30.0005,5,-0.0257024  
"06-AUG-2004",37838.5,48.5,-30.0005,5,-0.0406495  
"06-AUG-2004",37838.5,49,-30.0005,5,-0.0345697  
"06-AUG-2004",37838.5,49.5,-30.0005,5,-0.0190614  
"06-AUG-2004",37838.5,50,-30.0005,5,-0.0189723  
"06-AUG-2004",37838.5,50.5,-30.0005,5,-0.0147575  
