Total Number of Records          34209.
             DATA SET: /home/las/datasets/ocean_analysis/NRIG/uv_5day.nc
             GODAS-MOM OUTPUT
             X: 0.5 to 34209.5
 Column  1: DATETIME is Time String
 Column  2: TIME is Time Coordinates (days since 01-JAN-1901 00:00:00)   BAD FLAG : -1.E+34
 Column  3: LON is Longitude (degrees_east)   BAD FLAG : -1.E+34
 Column  4: LAT is Latitude (degrees_north)   BAD FLAG : -1.E+34
 Column  5: DEP is depth (meters)   BAD FLAG : -1.E+34
 Column  6: V is meridional current (m/sec)   BAD FLAG : -1.E+34
DATETIME,TIME,LON,LAT,DEP,V
"23-APR-2004",37733.5,30,-30.0005,5,-1.E+34  
"23-APR-2004",37733.5,30.5,-30.0005,5,-1.E+34  
"23-APR-2004",37733.5,31,-30.0005,5,-1.E+34  
"23-APR-2004",37733.5,31.5,-30.0005,5,-0.195204  
"23-APR-2004",37733.5,32,-30.0005,5,-0.242906  
"23-APR-2004",37733.5,32.5,-30.0005,5,-0.568546  
"23-APR-2004",37733.5,33,-30.0005,5,-0.496707  
"23-APR-2004",37733.5,33.5,-30.0005,5,-0.0587758  
"23-APR-2004",37733.5,34,-30.0005,5,-0.0394562  
"23-APR-2004",37733.5,34.5,-30.0005,5,-0.0773252  
"23-APR-2004",37733.5,35,-30.0005,5,-0.057992  
"23-APR-2004",37733.5,35.5,-30.0005,5,0.00521473  
"23-APR-2004",37733.5,36,-30.0005,5,0.0741234  
"23-APR-2004",37733.5,36.5,-30.0005,5,0.107824  
"23-APR-2004",37733.5,37,-30.0005,5,0.0729451  
"23-APR-2004",37733.5,37.5,-30.0005,5,0.0771374  
"23-APR-2004",37733.5,38,-30.0005,5,0.0145194  
"23-APR-2004",37733.5,38.5,-30.0005,5,-0.0350479  
"23-APR-2004",37733.5,39,-30.0005,5,-0.00174767  
"23-APR-2004",37733.5,39.5,-30.0005,5,0.0739575  
"23-APR-2004",37733.5,40,-30.0005,5,0.0725595  
"23-APR-2004",37733.5,40.5,-30.0005,5,0.0358119  
"23-APR-2004",37733.5,41,-30.0005,5,0.0350573  
"23-APR-2004",37733.5,41.5,-30.0005,5,0.039867  
"23-APR-2004",37733.5,42,-30.0005,5,-0.00926444  
"23-APR-2004",37733.5,42.5,-30.0005,5,-0.045062  
"23-APR-2004",37733.5,43,-30.0005,5,0.0169979  
"23-APR-2004",37733.5,43.5,-30.0005,5,-0.00464998  
"23-APR-2004",37733.5,44,-30.0005,5,-0.0154374  
"23-APR-2004",37733.5,44.5,-30.0005,5,0.00529796  
"23-APR-2004",37733.5,45,-30.0005,5,0.0156501  
"23-APR-2004",37733.5,45.5,-30.0005,5,0.0284864  
"23-APR-2004",37733.5,46,-30.0005,5,0.00622542  
"23-APR-2004",37733.5,46.5,-30.0005,5,-0.00469907  
"23-APR-2004",37733.5,47,-30.0005,5,0.0200057  
"23-APR-2004",37733.5,47.5,-30.0005,5,-0.0421426  
"23-APR-2004",37733.5,48,-30.0005,5,0.0111324  
"23-APR-2004",37733.5,48.5,-30.0005,5,0.0169578  
"23-APR-2004",37733.5,49,-30.0005,5,0.0304477  
"23-APR-2004",37733.5,49.5,-30.0005,5,0.0418973  
"23-APR-2004",37733.5,50,-30.0005,5,0.0305638  
"23-APR-2004",37733.5,50.5,-30.0005,5,0.0116684  
"23-APR-2004",37733.5,51,-30.0005,5,0.0187282  
"23-APR-2004",37733.5,51.5,-30.0005,5,0.0663284  
"23-APR-2004",37733.5,52,-30.0005,5,0.058674  
"23-APR-2004",37733.5,52.5,-30.0005,5,0.0638521  
"23-APR-2004",37733.5,53,-30.0005,5,0.0715579  
"23-APR-2004",37733.5,53.5,-30.0005,5,0.043994  
"23-APR-2004",37733.5,54,-30.0005,5,0.0534752  
"23-APR-2004",37733.5,54.5,-30.0005,5,0.0221696  
"23-APR-2004",37733.5,55,-30.0005,5,0.00501717  
"23-APR-2004",37733.5,55.5,-30.0005,5,-0.0447419  
"23-APR-2004",37733.5,56,-30.0005,5,-0.0533657  
"23-APR-2004",37733.5,56.5,-30.0005,5,-0.0825408  
"23-APR-2004",37733.5,57,-30.0005,5,-0.0804133  
"23-APR-2004",37733.5,57.5,-30.0005,5,-0.0682982  
"23-APR-2004",37733.5,58,-30.0005,5,-0.0167108  
"23-APR-2004",37733.5,58.5,-30.0005,5,-0.0335283  
"23-APR-2004",37733.5,59,-30.0005,5,-0.0222206  
"23-APR-2004",37733.5,59.5,-30.0005,5,-0.0296008  
"23-APR-2004",37733.5,60,-30.0005,5,-0.0659424  
"23-APR-2004",37733.5,60.5,-30.0005,5,-0.035394  
"23-APR-2004",37733.5,61,-30.0005,5,-0.0528455  
"23-APR-2004",37733.5,61.5,-30.0005,5,-0.0601542  
"23-APR-2004",37733.5,62,-30.0005,5,-0.0730945  
"23-APR-2004",37733.5,62.5,-30.0005,5,-0.0664374  
"23-APR-2004",37733.5,63,-30.0005,5,-0.0623383  
"23-APR-2004",37733.5,63.5,-30.0005,5,-0.0434392  
"23-APR-2004",37733.5,64,-30.0005,5,-0.0419389  
"23-APR-2004",37733.5,64.5,-30.0005,5,-0.0438334  
"23-APR-2004",37733.5,65,-30.0005,5,-0.0427052  
"23-APR-2004",37733.5,65.5,-30.0005,5,-0.0315917  
"23-APR-2004",37733.5,66,-30.0005,5,-0.0195622  
"23-APR-2004",37733.5,66.5,-30.0005,5,-0.0302283  
"23-APR-2004",37733.5,67,-30.0005,5,-0.0424436  
"23-APR-2004",37733.5,67.5,-30.0005,5,-0.0498134  
"23-APR-2004",37733.5,68,-30.0005,5,-0.0621782  
"23-APR-2004",37733.5,68.5,-30.0005,5,-0.0741913  
"23-APR-2004",37733.5,69,-30.0005,5,-0.0711039  
"23-APR-2004",37733.5,69.5,-30.0005,5,-0.0538368  
"23-APR-2004",37733.5,70,-30.0005,5,-0.0457367  
"23-APR-2004",37733.5,70.5,-30.0005,5,-0.0441215  
"23-APR-2004",37733.5,71,-30.0005,5,-0.0372321  
"23-APR-2004",37733.5,71.5,-30.0005,5,-0.0255638  
"23-APR-2004",37733.5,72,-30.0005,5,-0.0130825  
"23-APR-2004",37733.5,72.5,-30.0005,5,-0.00591468  
"23-APR-2004",37733.5,73,-30.0005,5,0.00549199  
"23-APR-2004",37733.5,73.5,-30.0005,5,-0.0388232  
"23-APR-2004",37733.5,74,-30.0005,5,-0.00904618  
"23-APR-2004",37733.5,74.5,-30.0005,5,-0.0119175  
"23-APR-2004",37733.5,75,-30.0005,5,-0.0113996  
"23-APR-2004",37733.5,75.5,-30.0005,5,-0.0462052  
"23-APR-2004",37733.5,76,-30.0005,5,-0.0488011  
"23-APR-2004",37733.5,76.5,-30.0005,5,-0.0525674  
"23-APR-2004",37733.5,77,-30.0005,5,-0.0616751  
"23-APR-2004",37733.5,77.5,-30.0005,5,-0.0271097  
"23-APR-2004",37733.5,78,-30.0005,5,-0.0349073  
"23-APR-2004",37733.5,78.5,-30.0005,5,-0.0386716  
"23-APR-2004",37733.5,79,-30.0005,5,-0.0334288  
