Total Number of Records          34209.
             DATA SET: /home/las/datasets/ocean_analysis/NRIG/uv_5day.nc
             GODAS-MOM OUTPUT
             X: 0.5 to 34209.5
 Column  1: DATETIME is Time String
 Column  2: TIME is Time Coordinates (days since 01-JAN-1901 00:00:00)   BAD FLAG : -1.E+34
 Column  3: LON is Longitude (degrees_east)   BAD FLAG : -1.E+34
 Column  4: LAT is Latitude (degrees_north)   BAD FLAG : -1.E+34
 Column  5: DEP is depth (meters)   BAD FLAG : -1.E+34
 Column  6: V is meridional current (m/sec)   BAD FLAG : -1.E+34
DATETIME,TIME,LON,LAT,DEP,V
"24-NOV-2004",37948.5,30,-30.0005,5,-1.E+34  
"24-NOV-2004",37948.5,30.5,-30.0005,5,-1.E+34  
"24-NOV-2004",37948.5,31,-30.0005,5,-1.E+34  
"24-NOV-2004",37948.5,31.5,-30.0005,5,-0.125784  
"24-NOV-2004",37948.5,32,-30.0005,5,-0.211583  
"24-NOV-2004",37948.5,32.5,-30.0005,5,-0.550626  
"24-NOV-2004",37948.5,33,-30.0005,5,-0.469499  
"24-NOV-2004",37948.5,33.5,-30.0005,5,-0.118534  
"24-NOV-2004",37948.5,34,-30.0005,5,-0.0897021  
"24-NOV-2004",37948.5,34.5,-30.0005,5,-0.0295759  
"24-NOV-2004",37948.5,35,-30.0005,5,-0.0444409  
"24-NOV-2004",37948.5,35.5,-30.0005,5,-0.0683304  
"24-NOV-2004",37948.5,36,-30.0005,5,-0.105074  
"24-NOV-2004",37948.5,36.5,-30.0005,5,-0.118814  
"24-NOV-2004",37948.5,37,-30.0005,5,-0.11442  
"24-NOV-2004",37948.5,37.5,-30.0005,5,-0.0766947  
"24-NOV-2004",37948.5,38,-30.0005,5,-0.0287015  
"24-NOV-2004",37948.5,38.5,-30.0005,5,-0.0108522  
"24-NOV-2004",37948.5,39,-30.0005,5,-0.0377617  
"24-NOV-2004",37948.5,39.5,-30.0005,5,-0.0337912  
"24-NOV-2004",37948.5,40,-30.0005,5,-0.0273358  
"24-NOV-2004",37948.5,40.5,-30.0005,5,-0.0163029  
"24-NOV-2004",37948.5,41,-30.0005,5,-0.0168384  
"24-NOV-2004",37948.5,41.5,-30.0005,5,-0.0490908  
"24-NOV-2004",37948.5,42,-30.0005,5,-0.0496223  
"24-NOV-2004",37948.5,42.5,-30.0005,5,-0.0304948  
"24-NOV-2004",37948.5,43,-30.0005,5,-0.0249772  
"24-NOV-2004",37948.5,43.5,-30.0005,5,-0.0195087  
"24-NOV-2004",37948.5,44,-30.0005,5,-0.0382518  
"24-NOV-2004",37948.5,44.5,-30.0005,5,-0.0210958  
"24-NOV-2004",37948.5,45,-30.0005,5,-0.0264516  
"24-NOV-2004",37948.5,45.5,-30.0005,5,-0.049086  
"24-NOV-2004",37948.5,46,-30.0005,5,-0.0431231  
"24-NOV-2004",37948.5,46.5,-30.0005,5,-0.0568539  
"24-NOV-2004",37948.5,47,-30.0005,5,-0.0634214  
"24-NOV-2004",37948.5,47.5,-30.0005,5,-0.0585202  
"24-NOV-2004",37948.5,48,-30.0005,5,-0.039858  
"24-NOV-2004",37948.5,48.5,-30.0005,5,-0.0618313  
"24-NOV-2004",37948.5,49,-30.0005,5,-0.0579435  
"24-NOV-2004",37948.5,49.5,-30.0005,5,-0.0376365  
"24-NOV-2004",37948.5,50,-30.0005,5,-0.0568298  
"24-NOV-2004",37948.5,50.5,-30.0005,5,-0.0187224  
"24-NOV-2004",37948.5,51,-30.0005,5,0.00341255  
"24-NOV-2004",37948.5,51.5,-30.0005,5,-0.00178052  
"24-NOV-2004",37948.5,52,-30.0005,5,0.0171317  
"24-NOV-2004",37948.5,52.5,-30.0005,5,0.0220158  
"24-NOV-2004",37948.5,53,-30.0005,5,0.0268098  
"24-NOV-2004",37948.5,53.5,-30.0005,5,-0.00444349  
"24-NOV-2004",37948.5,54,-30.0005,5,0.00899791  
"24-NOV-2004",37948.5,54.5,-30.0005,5,-0.0102227  
"24-NOV-2004",37948.5,55,-30.0005,5,-0.0278328  
"24-NOV-2004",37948.5,55.5,-30.0005,5,-0.0202728  
"24-NOV-2004",37948.5,56,-30.0005,5,0.00460626  
"24-NOV-2004",37948.5,56.5,-30.0005,5,-0.00840755  
"24-NOV-2004",37948.5,57,-30.0005,5,0.0202087  
"24-NOV-2004",37948.5,57.5,-30.0005,5,0.0257948  
"24-NOV-2004",37948.5,58,-30.0005,5,0.0214018  
"24-NOV-2004",37948.5,58.5,-30.0005,5,0.0339335  
"24-NOV-2004",37948.5,59,-30.0005,5,0.0456319  
"24-NOV-2004",37948.5,59.5,-30.0005,5,0.049872  
"24-NOV-2004",37948.5,60,-30.0005,5,0.0495159  
"24-NOV-2004",37948.5,60.5,-30.0005,5,0.0452594  
"24-NOV-2004",37948.5,61,-30.0005,5,0.0122349  
"24-NOV-2004",37948.5,61.5,-30.0005,5,0.0111276  
"24-NOV-2004",37948.5,62,-30.0005,5,0.00821632  
"24-NOV-2004",37948.5,62.5,-30.0005,5,0.0259772  
"24-NOV-2004",37948.5,63,-30.0005,5,0.0263073  
"24-NOV-2004",37948.5,63.5,-30.0005,5,0.0113417  
